2026-04-22 00:00:05,871 | INFO | Iniciando pipeline ARMAS-GADSO
2026-04-22 00:00:05,872 | INFO | Modo: scheduled
2026-04-22 00:00:05,872 | INFO | Excel: C:\Users\fserrano\Desktop\ARMAS-GADSO-1.0\logs\.tmp_multihilo_flow_20260422_000005\worker_1_batch_2_idxs_0_4.xlsx
2026-04-22 00:00:11,691 | INFO | [INFO] INICIANDO SCRIPT SEL - Login Automtico
2026-04-22 00:00:11,691 | INFO | [INFO] PERSISTENT_SESSION activado - navegador se reutilizará entre grupos sin cerrarse
2026-04-22 00:00:13,707 | INFO |    -> Registros con estado 'PENDIENTE': 2
2026-04-22 00:00:13,707 | INFO |    -> Validando fecha de hoy: 22/04/2026
2026-04-22 00:00:13,710 | INFO |    -> Registros despus de filtrar por fecha: 2 (filtrados: 0)
2026-04-22 00:00:13,714 | INFO |  Registros pendientes a procesar: 2
2026-04-22 00:00:13,714 | INFO |  Procesando grupo RUC JV - Registros: 2
2026-04-22 00:00:13,714 | INFO | [INFO] Intento login 1/12 para grupo JV
2026-04-22 00:00:13,714 | INFO | [TILE] Args launch: --window-size=754,468 --window-position=6,6
2026-04-22 00:00:13,714 | INFO | [TILE] Lanzando Chromium con args: ['--disable-infobars', '--window-size=754,468', '--window-position=6,6']
2026-04-22 00:00:15,806 | INFO | [TILE] Geometría aplicada -> xy=(6,6) wh=(754,468) screen_cfg=1536x960 screen_js=1536x912 outer_js=755x470
2026-04-22 00:00:17,909 | INFO | [INFO] Pagina de login cargada
2026-04-22 00:00:18,713 | INFO | [INFO] Pestaña 'Autenticación Tradicional' seleccionada
2026-04-22 00:00:21,074 | INFO | [INFO] Credenciales llenadas para grupo JV
2026-04-22 00:00:21,074 | INFO |  OCR CAPTCHA: intento interno 1/6...
2026-04-22 00:00:23,831 | ERROR | C:\Users\fserrano\AppData\Local\Programs\Python\Python314\Lib\site-packages\torch\utils\data\dataloader.py:775: UserWarning: 'pin_memory' argument is set as true but no accelerator is found, then device pinned memory won't be used.
2026-04-22 00:00:23,831 | ERROR |   super().__init__(loader)
2026-04-22 00:00:23,978 | INFO |    -> Variante 0, Decoder greedy: 'KH2J4' -> 'KH2J4' [INFO]
2026-04-22 00:00:23,978 | INFO |    [INFO] CAPTCHA vlido -> Usando: KH2J4
2026-04-22 00:00:24,088 | INFO | [INFO] Captcha automatico: KH2J4
2026-04-22 00:00:24,089 | INFO | [INFO] Enviando login...
2026-04-22 00:00:24,613 | INFO | [INFO] Validando acceso...
2026-04-22 00:00:24,613 | INFO | [INFO] Acceso exitoso
2026-04-22 00:00:24,613 | INFO |    -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-22 00:00:24,613 | INFO | [INFO] Tiempo total login: 10.90 segundos
2026-04-22 00:00:24,613 | INFO |  Navegando a CITAS -> RESERVAS DE CITAS...
2026-04-22 00:00:25,713 | INFO |     Fast-path: click directo en 'RESERVAS DE CITAS' (menuid 7_1)
2026-04-22 00:00:27,253 | INFO | [INFO] Navegacin completada (fast-path) -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-22 00:00:27,254 | INFO |  Seleccionando tipo de cita: EXAMEN PARA POLGONO DE TIRO...
2026-04-22 00:00:27,779 | INFO |    [INFO] Tipo de cita seleccionado: EXAMEN PARA POLÍGONO DE TIRO
2026-04-22 00:00:27,779 | INFO | -------- JV Registro iterativo 1 (idx=0, prioridad=alta, intento=1, en_cola=1) --------
2026-04-22 00:00:28,762 | INFO |  Registro tomado desde Excel:
2026-04-22 00:00:28,762 | INFO |    - id_registro: 1
2026-04-22 00:00:28,762 | INFO |    - sede: LIMA
2026-04-22 00:00:28,763 | INFO |    - fecha: 13/05/2026
2026-04-22 00:00:28,763 | INFO |    - hora_rango: 11:45-12:01
2026-04-22 00:00:28,763 | INFO |    - tipo_operacion: RENOVACION DE LICENCIA DE USO
2026-04-22 00:00:28,763 | INFO |    - doc_vigilante: 08666044
2026-04-22 00:00:28,763 | INFO |    - nro_solicitud: 043503-0
2026-04-22 00:00:28,763 | INFO |    - fecha_programacion: 22/04/2026
2026-04-22 00:00:28,763 | INFO |    - ruc: J & V Resguardo
2026-04-22 00:00:28,763 | INFO |    - prioridad: alta
2026-04-22 00:00:28,763 | INFO |    - siguiente_mismo_doc_y_fecha: False
2026-04-22 00:00:28,763 | INFO |    - indices_relacionados_excel: [0]
2026-04-22 00:00:28,763 | INFO |    - tipo_arma (excel): ['CORTA']
2026-04-22 00:00:28,763 | INFO |    - arma (excel): ['PISTOLA']
2026-04-22 00:00:28,764 | INFO |    - objetivos_arma: [('CORTA', 'PISTOLA')]
2026-04-22 00:00:28,764 | INFO |    - tipos_arma_objetivo: ['CORTA']
2026-04-22 00:00:28,773 | INFO |  Completando Reserva de Cupos con datos del Excel...
2026-04-22 00:00:29,232 | INFO |    [INFO] Sede seleccionado: LIMA
2026-04-22 00:00:30,398 | INFO |    [INFO] Fecha seleccionado: 13/05/2026
