2026-04-17 00:01:58,019 | INFO | Iniciando pipeline ARMAS-GADSO
2026-04-17 00:01:58,020 | INFO | Modo: scheduled
2026-04-17 00:01:58,020 | INFO | Excel: C:\Users\fserrano\Desktop\ARMAS-GADSO-1.0\logs\.tmp_multihilo_flow_20260417_000157\worker_3_batch_1_idxs_2.xlsx
2026-04-17 00:02:03,566 | INFO | [INFO] INICIANDO SCRIPT SEL - Login Automtico
2026-04-17 00:02:03,566 | INFO | [INFO] PERSISTENT_SESSION activado - navegador se reutilizará entre grupos sin cerrarse
2026-04-17 00:02:04,517 | INFO |    -> Registros con estado 'PENDIENTE': 1
2026-04-17 00:02:04,517 | INFO |    -> Validando fecha de hoy: 17/04/2026
2026-04-17 00:02:04,520 | INFO |    -> Registros despus de filtrar por fecha: 1 (filtrados: 0)
2026-04-17 00:02:04,527 | INFO |  Registros pendientes a procesar: 1
2026-04-17 00:02:04,527 | INFO |  Procesando grupo RUC JV - Registros: 1
2026-04-17 00:02:04,527 | INFO | [INFO] Intento login 1/12 para grupo JV
2026-04-17 00:02:04,527 | INFO | [TILE] Args launch: --window-size=754,468 --window-position=6,486
2026-04-17 00:02:04,527 | INFO | [TILE] Lanzando Chromium con args: ['--disable-infobars', '--window-size=754,468', '--window-position=6,486']
2026-04-17 00:02:06,021 | INFO | [TILE] Geometría aplicada -> xy=(6,486) wh=(754,468) screen_cfg=1536x960 screen_js=1536x912 outer_js=755x470
2026-04-17 00:02:07,490 | INFO | [INFO] Pagina de login cargada
2026-04-17 00:02:07,924 | INFO | [INFO] Pestaña 'Autenticación Tradicional' seleccionada
2026-04-17 00:02:10,729 | INFO | [INFO] Credenciales llenadas para grupo JV
2026-04-17 00:02:10,729 | INFO |  OCR CAPTCHA: intento interno 1/6...
2026-04-17 00:02:11,966 | ERROR | C:\Users\fserrano\AppData\Local\Programs\Python\Python314\Lib\site-packages\torch\utils\data\dataloader.py:775: UserWarning: 'pin_memory' argument is set as true but no accelerator is found, then device pinned memory won't be used.
2026-04-17 00:02:11,966 | ERROR |   super().__init__(loader)
2026-04-17 00:02:12,068 | INFO |    -> Variante 0, Decoder greedy: '7KC96' -> '7KC96' [INFO]
2026-04-17 00:02:12,068 | INFO |    [INFO] CAPTCHA vlido -> Usando: 7KC96
2026-04-17 00:02:12,236 | INFO | [INFO] Captcha automatico: 7KC96
2026-04-17 00:02:12,237 | INFO | [INFO] Enviando login...
2026-04-17 00:02:12,740 | INFO | [INFO] Validando acceso...
2026-04-17 00:02:12,741 | INFO | [INFO] Acceso exitoso
2026-04-17 00:02:12,741 | INFO |    -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-17 00:02:12,741 | INFO | [INFO] Tiempo total login: 8.21 segundos
2026-04-17 00:02:12,741 | INFO |  Navegando a CITAS -> RESERVAS DE CITAS...
2026-04-17 00:02:13,576 | INFO |     Fast-path: click directo en 'RESERVAS DE CITAS' (menuid 7_1)
2026-04-17 00:02:15,524 | INFO | [INFO] Navegacin completada (fast-path) -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-17 00:02:15,525 | INFO |  Seleccionando tipo de cita: EXAMEN PARA POLGONO DE TIRO...
2026-04-17 00:02:15,936 | INFO |    [INFO] Tipo de cita seleccionado: EXAMEN PARA POLÍGONO DE TIRO
2026-04-17 00:02:15,936 | INFO | -------- JV Registro iterativo 1 (idx=2, prioridad=alta, intento=1, en_cola=0) --------
2026-04-17 00:02:16,843 | INFO |  Registro tomado desde Excel:
2026-04-17 00:02:16,843 | INFO |    - id_registro: 3
2026-04-17 00:02:16,843 | INFO |    - sede: LIMA
2026-04-17 00:02:16,843 | INFO |    - fecha: 08/05/2026
2026-04-17 00:02:16,843 | INFO |    - hora_rango: 11:45-12:00
2026-04-17 00:02:16,844 | INFO |    - tipo_operacion: RENOVACION DE LICENCIA DE USO
2026-04-17 00:02:16,844 | INFO |    - doc_vigilante: 45759844
2026-04-17 00:02:16,844 | INFO |    - nro_solicitud: 085709-0
2026-04-17 00:02:16,844 | INFO |    - fecha_programacion: 17/04/2026
2026-04-17 00:02:16,844 | INFO |    - ruc: J & V Resguardo
2026-04-17 00:02:16,844 | INFO |    - prioridad: alta
2026-04-17 00:02:16,844 | INFO |    - siguiente_mismo_doc_y_fecha: False
2026-04-17 00:02:16,845 | INFO |    - indices_relacionados_excel: [2]
2026-04-17 00:02:16,845 | INFO |    - tipo_arma (excel): ['CORTA']
2026-04-17 00:02:16,845 | INFO |    - arma (excel): ['PISTOLA']
2026-04-17 00:02:16,845 | INFO |    - objetivos_arma: [('CORTA', 'PISTOLA')]
2026-04-17 00:02:16,845 | INFO |    - tipos_arma_objetivo: ['CORTA']
2026-04-17 00:02:16,855 | INFO |  Completando Reserva de Cupos con datos del Excel...
2026-04-17 00:02:17,427 | INFO |    [INFO] Sede seleccionado: LIMA
2026-04-17 00:02:18,564 | INFO |    [INFO] Fecha seleccionado: 08/05/2026
2026-04-17 00:02:18,565 | INFO |  Buscando hora en tabla: 11:45-12:00
2026-04-17 00:02:19,974 | INFO |    [INFO] Estrategia horario: bloque completo de mediodía (11:45-13:00)
2026-04-17 00:02:19,975 | INFO |    [INFO] Reasignación adaptativa de hora: 11:45-12:00 -> 12:30-12:45 (Cupos=3)
2026-04-17 00:02:20,292 | INFO |    [INFO] Hora seleccionada: 12:30-12:45 (Cupos Libres=3)
2026-04-17 00:02:20,576 | INFO |    [INFO] Click en botn 'Siguiente'
2026-04-17 00:02:20,577 | INFO |  Completando Paso 2 con datos del Excel...
2026-04-17 00:02:21,791 | INFO |    [INFO] Tipo Operacin seleccionado: RENOVACIÓN DE LICENCIA DE USO
2026-04-17 00:02:23,588 | INFO |    [INFO] Documento vigilante seleccionado: 45759844
2026-04-17 00:02:24,327 | INFO |    [INFO] Seleccione Solicitud: SI
