2026-04-22 00:02:06,779 | INFO | Iniciando pipeline ARMAS-GADSO
2026-04-22 00:02:06,780 | INFO | Modo: scheduled
2026-04-22 00:02:06,780 | INFO | Excel: C:\Users\fserrano\Desktop\ARMAS-GADSO-1.0\logs\.tmp_multihilo_flow_20260422_000206\worker_1_batch_2_idxs_0_4.xlsx
2026-04-22 00:02:13,012 | INFO | [INFO] INICIANDO SCRIPT SEL - Login Automtico
2026-04-22 00:02:13,013 | INFO | [INFO] PERSISTENT_SESSION activado - navegador se reutilizará entre grupos sin cerrarse
2026-04-22 00:02:13,741 | INFO |    -> Registros con estado 'PENDIENTE': 2
2026-04-22 00:02:13,741 | INFO |    -> Validando fecha de hoy: 22/04/2026
2026-04-22 00:02:13,746 | INFO |    -> Registros despus de filtrar por fecha: 2 (filtrados: 0)
2026-04-22 00:02:13,752 | INFO |  Registros pendientes a procesar: 2
2026-04-22 00:02:13,753 | INFO |  Procesando grupo RUC JV - Registros: 2
2026-04-22 00:02:13,753 | INFO | [INFO] Intento login 1/12 para grupo JV
2026-04-22 00:02:13,753 | INFO | [TILE] Args launch: --window-size=754,468 --window-position=6,6
2026-04-22 00:02:13,753 | INFO | [TILE] Lanzando Chromium con args: ['--disable-infobars', '--window-size=754,468', '--window-position=6,6']
2026-04-22 00:02:15,107 | INFO | [TILE] Geometría aplicada -> xy=(6,6) wh=(754,468) screen_cfg=1536x960 screen_js=1536x912 outer_js=755x470
2026-04-22 00:02:16,218 | INFO | [INFO] Pagina de login cargada
2026-04-22 00:02:16,442 | INFO | [INFO] Pestaña 'Autenticación Tradicional' seleccionada
2026-04-22 00:02:19,411 | INFO | [INFO] Credenciales llenadas para grupo JV
2026-04-22 00:02:19,411 | INFO |  OCR CAPTCHA: intento interno 1/6...
2026-04-22 00:02:21,121 | ERROR | C:\Users\fserrano\AppData\Local\Programs\Python\Python314\Lib\site-packages\torch\utils\data\dataloader.py:775: UserWarning: 'pin_memory' argument is set as true but no accelerator is found, then device pinned memory won't be used.
2026-04-22 00:02:21,122 | ERROR |   super().__init__(loader)
2026-04-22 00:02:21,209 | INFO |    -> Variante 0, Decoder greedy: 'A8VYX' -> 'A8VYX' [INFO]
2026-04-22 00:02:21,210 | INFO |    [INFO] CAPTCHA vlido -> Usando: A8VYX
2026-04-22 00:02:21,370 | INFO | [INFO] Captcha automatico: A8VYX
2026-04-22 00:02:21,370 | INFO | [INFO] Enviando login...
2026-04-22 00:02:21,985 | INFO | [INFO] Validando acceso...
2026-04-22 00:02:21,985 | INFO | [INFO] Acceso exitoso
2026-04-22 00:02:21,985 | INFO |    -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-22 00:02:21,985 | INFO | [INFO] Tiempo total login: 8.23 segundos
2026-04-22 00:02:21,985 | INFO |  Navegando a CITAS -> RESERVAS DE CITAS...
2026-04-22 00:02:23,487 | INFO |     Fast-path: click directo en 'RESERVAS DE CITAS' (menuid 7_1)
2026-04-22 00:02:25,235 | INFO | [INFO] Navegacin completada (fast-path) -> URL: https://www.sucamec.gob.pe/sel/faces/aplicacion/inicio.xhtml
2026-04-22 00:02:25,235 | INFO |  Seleccionando tipo de cita: EXAMEN PARA POLGONO DE TIRO...
2026-04-22 00:02:25,611 | INFO |    [INFO] Tipo de cita seleccionado: EXAMEN PARA POLÍGONO DE TIRO
2026-04-22 00:02:25,612 | INFO | -------- JV Registro iterativo 1 (idx=0, prioridad=alta, intento=1, en_cola=1) --------
2026-04-22 00:02:27,001 | INFO |  Registro tomado desde Excel:
2026-04-22 00:02:27,002 | INFO |    - id_registro: 1
2026-04-22 00:02:27,002 | INFO |    - sede: LIMA
2026-04-22 00:02:27,002 | INFO |    - fecha: 13/05/2026
2026-04-22 00:02:27,002 | INFO |    - hora_rango: 11:45-12:01
2026-04-22 00:02:27,002 | INFO |    - tipo_operacion: RENOVACION DE LICENCIA DE USO
2026-04-22 00:02:27,002 | INFO |    - doc_vigilante: 08666044
2026-04-22 00:02:27,002 | INFO |    - nro_solicitud: 043503-0
2026-04-22 00:02:27,002 | INFO |    - fecha_programacion: 22/04/2026
2026-04-22 00:02:27,002 | INFO |    - ruc: J & V Resguardo
2026-04-22 00:02:27,002 | INFO |    - prioridad: alta
2026-04-22 00:02:27,002 | INFO |    - siguiente_mismo_doc_y_fecha: False
2026-04-22 00:02:27,003 | INFO |    - indices_relacionados_excel: [0]
2026-04-22 00:02:27,003 | INFO |    - tipo_arma (excel): ['CORTA']
2026-04-22 00:02:27,003 | INFO |    - arma (excel): ['PISTOLA']
2026-04-22 00:02:27,003 | INFO |    - objetivos_arma: [('CORTA', 'PISTOLA')]
2026-04-22 00:02:27,003 | INFO |    - tipos_arma_objetivo: ['CORTA']
2026-04-22 00:02:27,010 | INFO |  Completando Reserva de Cupos con datos del Excel...
2026-04-22 00:02:27,397 | INFO |    [INFO] Sede seleccionado: LIMA
2026-04-22 00:02:28,526 | INFO |    [INFO] Fecha seleccionado: 13/05/2026
2026-04-22 00:02:28,526 | INFO |  Buscando hora en tabla: 11:45-12:01
